01. Ano,02. Nome Região (Portugal),03. Filtro 1,04. Filtro 2,05. Filtro 3,06. Escala,07. Símbolo,08. Valor
2014,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,10.4
2014,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1756.8
2014,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,164.9
2014,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,245.7
2014,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,254.6
2014,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,210.4
2014,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,11.7
2014,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,29.0
2014,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,233.2
2014,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,198.8
2014,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,9.4
2014,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,23.5
2014,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,390.1
2014,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,344.2
2014,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,13.6
2014,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,29.6
2014,Portugal,Mulheres,Nenhum,Total,,,27.7
2014,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,19.7
2014,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2014,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,,6.1
2014,Portugal,Mulheres,Secundário e pós-secundário,Total,,,534.9
2014,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,489.6
2014,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,14.6
2014,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,27.7
2014,Portugal,Mulheres,Superior,Total,,,648.5
2014,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2014,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,591.3
2014,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,17.0
2014,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,38.7
2014,Portugal,Mulheres,Total,Total,,,2089.0
2014,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,13.2
2014,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,1854.2
2014,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,67.1
2014,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,154.6
2014,Portugal,Total, Básico - 1º Ciclo,Total,,,569.8
2014,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,5.9
2014,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,425.9
2014,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,41.1
2014,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,97.0
2014,Portugal,Total, Básico - 2º Ciclo,Total,,,572.9
2014,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2014,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,463.3
2014,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,40.3
2014,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,67.2
2014,Portugal,Total, Básico - 3º Ciclo,Total,,,919.2
2014,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,,5.9
2014,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,777.2
2014,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,53.5
2014,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,82.7
2014,Portugal,Total,Nenhum,Total,,,57.2
2014,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2014,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,42.3
2014,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2014,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,11.7
2014,Portugal,Total,Secundário e pós-secundário,Total,,,1073.8
2014,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,,5.6
2014,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,957.0
2014,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,43.7
2014,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,67.6
2014,Portugal,Total,Superior,Total,,,1073.9
2014,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2014,Portugal,Total,Superior,Trabalhador por conta de outrem,,,945.4
2014,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,51.8
2014,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,74.2
2014,Portugal,Total,Total,Total,,,4266.8
2014,Portugal,Total,Total,Trabalhador familiar não remunerado,,,23.5
2014,Portugal,Total,Total,Trabalhador por conta de outrem,,,3611.0
2014,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,232.0
2014,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,400.3
2015,Portugal,Homens, Básico - 1º Ciclo,Total,,,313.3
2015,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,216.3
2015,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,27.3
2015,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,67.1
2015,Portugal,Homens, Básico - 2º Ciclo,Total,,,326.0
2015,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,258.3
2015,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,27.5
2015,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,38.7
2015,Portugal,Homens, Básico - 3º Ciclo,Total,,,524.4
2015,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,431.5
2015,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,38.6
2015,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,51.9
2015,Portugal,Homens,Nenhum,Total,,,25.5
2015,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,19.6
2015,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2015,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,,5.0
2015,Portugal,Homens,Secundário e pós-secundário,Total,,,577.8
2015,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,503.4
2015,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,31.0
2015,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,40.7
2015,Portugal,Homens,Superior,Total,,,447.6
2015,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2015,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,378.5
2015,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,29.8
2015,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,39.0
2015,Portugal,Homens,Total,Total,,,2214.6
2015,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,9.7
2015,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1807.7
2015,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,154.9
2015,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,242.3
2015,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,237.2
2015,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,193.1
2015,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,7.9
2015,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,32.2
2015,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,235.3
2015,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,201.4
2015,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,9.6
2015,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,21.9
2015,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,405.1
2015,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,364.0
2015,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,12.7
2015,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,25.5
2015,Portugal,Mulheres,Nenhum,Total,,,21.9
2015,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,16.2
2015,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2015,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,,4.9
2015,Portugal,Mulheres,Secundário e pós-secundário,Total,,,553.0
2015,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,504.1
2015,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,15.4
2015,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,31.3
2015,Portugal,Mulheres,Superior,Total,,,686.3
2015,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2015,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,628.4
2015,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,15.8
2015,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,41.5
2015,Portugal,Mulheres,Total,Total,,,2138.8
2015,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,12.8
2015,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,1907.1
2015,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,61.5
2015,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,157.3
2015,Portugal,Total, Básico - 1º Ciclo,Total,,,550.5
2015,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,6.7
2015,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,409.3
2015,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,35.2
2015,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,99.3
2015,Portugal,Total, Básico - 2º Ciclo,Total,,,561.3
2015,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2015,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,459.6
2015,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,37.1
2015,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,60.6
2015,Portugal,Total, Básico - 3º Ciclo,Total,,,929.4
2015,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,,5.3
2015,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,795.5
2015,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,51.3
2015,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,77.3
2015,Portugal,Total,Nenhum,Total,,,47.3
2015,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2015,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,35.8
2015,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2015,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,9.9
2015,Portugal,Total,Secundário e pós-secundário,Total,,,1130.8
2015,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,,4.9
2015,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1007.5
2015,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,46.4
2015,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,72.0
2015,Portugal,Total,Superior,Total,,,1133.9
2015,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2015,Portugal,Total,Superior,Trabalhador por conta de outrem,,,1007.0
2015,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,45.6
2015,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,80.5
2015,Portugal,Total,Total,Total,,,4353.4
2015,Portugal,Total,Total,Trabalhador familiar não remunerado,,,22.5
2015,Portugal,Total,Total,Trabalhador por conta de outrem,,,3714.8
2015,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,216.5
2015,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,399.6
2016,Portugal,Homens, Básico - 1º Ciclo,Total,,,304.6
2016,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,210.0
2016,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,25.9
2016,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,65.7
2016,Portugal,Homens, Básico - 2º Ciclo,Total,,,323.1
2016,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,258.7
2016,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,24.5
2016,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,38.2
2016,Portugal,Homens, Básico - 3º Ciclo,Total,,,519.0
2016,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,428.4
2016,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,36.6
2016,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,50.0
2016,Portugal,Homens,Nenhum,Total,,,26.9
2016,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,20.5
2016,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2016,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,,5.2
2016,Portugal,Homens,Secundário e pós-secundário,Total,,,605.8
2016,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,531.0
2016,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,32.0
2016,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,39.5
2016,Portugal,Homens,Superior,Total,,,477.6
2016,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2016,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,401.4
2016,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,30.1
2016,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,44.2
2016,Portugal,Homens,Total,Total,,,2257.1
2016,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,14.3
2016,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1850.0
2016,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,149.9
2016,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,242.9
2016,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,233.5
2016,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,4.7
2016,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,189.7
2016,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,8.0
2016,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,31.2
2016,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,228.3
2016,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,197.1
2016,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,8.6
2016,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,20.0
2016,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,408.3
2016,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,362.5
2016,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,16.3
2016,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,26.5
2016,Portugal,Mulheres,Nenhum,Total,,,19.5
2016,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2016,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,15.2
2016,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2016,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,x,
2016,Portugal,Mulheres,Secundário e pós-secundário,Total,,,575.7
2016,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2016,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,530.0
2016,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,15.0
2016,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,27.5
2016,Portugal,Mulheres,Superior,Total,,,716.6
2016,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2016,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,649.6
2016,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,19.6
2016,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,46.5
2016,Portugal,Mulheres,Total,Total,,,2181.9
2016,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,14.6
2016,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,1944.1
2016,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,68.4
2016,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,154.8
2016,Portugal,Total, Básico - 1º Ciclo,Total,,,538.2
2016,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,7.7
2016,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,399.7
2016,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,33.9
2016,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,96.9
2016,Portugal,Total, Básico - 2º Ciclo,Total,,,551.4
2016,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2016,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,455.8
2016,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,33.1
2016,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,58.2
2016,Portugal,Total, Básico - 3º Ciclo,Total,,,927.3
2016,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,,7.0
2016,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,790.9
2016,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,52.9
2016,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,76.5
2016,Portugal,Total,Nenhum,Total,,,46.4
2016,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2016,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,35.7
2016,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2016,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,8.3
2016,Portugal,Total,Secundário e pós-secundário,Total,,,1181.5
2016,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,,6.4
2016,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1061.0
2016,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,47.0
2016,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,67.0
2016,Portugal,Total,Superior,Total,,,1194.2
2016,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2016,Portugal,Total,Superior,Trabalhador por conta de outrem,,,1051.0
2016,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,49.7
2016,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,90.8
2016,Portugal,Total,Total,Total,,,4439.0
2016,Portugal,Total,Total,Trabalhador familiar não remunerado,,,28.8
2016,Portugal,Total,Total,Trabalhador por conta de outrem,,,3794.1
2016,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,218.3
2016,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,397.7
2017,Portugal,Homens, Básico - 1º Ciclo,Total,,,297.0
2017,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,206.7
2017,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,26.4
2017,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,60.8
2017,Portugal,Homens, Básico - 2º Ciclo,Total,,,342.7
2017,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,272.4
2017,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,25.9
2017,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,42.9
2017,Portugal,Homens, Básico - 3º Ciclo,Total,,,564.4
2017,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,468.1
2017,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,39.9
2017,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,53.4
2017,Portugal,Homens,Nenhum,Total,,,25.0
2017,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,20.0
2017,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2017,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,x,
2017,Portugal,Homens,Secundário e pós-secundário,Total,,,638.4
2017,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,555.5
2017,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,39.9
2017,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,41.6
2017,Portugal,Homens,Superior,Total,,,480.9
2017,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2017,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,412.2
2017,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,25.5
2017,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,41.8
2017,Portugal,Homens,Total,Total,,,2348.3
2017,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,10.6
2017,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1934.9
2017,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,158.2
2017,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,244.7
2017,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,229.7
2017,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,4.5
2017,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,186.9
2017,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,10.5
2017,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,27.7
2017,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,233.3
2017,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,201.5
2017,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,10.1
2017,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,20.4
2017,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,394.5
2017,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,350.9
2017,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,13.5
2017,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,28.1
2017,Portugal,Mulheres,Nenhum,Total,,,20.3
2017,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2017,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,16.6
2017,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2017,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,x,
2017,Portugal,Mulheres,Secundário e pós-secundário,Total,,,619.9
2017,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2017,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,574.1
2017,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,13.4
2017,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,30.3
2017,Portugal,Mulheres,Superior,Total,,,755.2
2017,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
